                              Country         Region        Income
138                          Slovenia         EUROPE  26755.740250
139                             Spain         EUROPE  28204.178870
140                            Sweden         EUROPE  33563.338390
141                       Switzerland         EUROPE  38181.484830
142                           Ukraine         EUROPE   6730.010741
143                    United Kingdom         EUROPE  32623.516050
144                      Vatican City         EUROPE      0.000000
145               Antigua and Barbuda  NORTH AMERICA  17226.580700
146                           Bahamas  NORTH AMERICA  22560.077440
147                          Barbados  NORTH AMERICA  16959.900690
148                            Belize  NORTH AMERICA   7297.022626
149                            Canada  NORTH AMERICA  35978.209550
150                        Costa Rica  NORTH AMERICA   9831.547552
151                              Cuba  NORTH AMERICA   9259.945220
152                          Dominica  NORTH AMERICA   9982.168025
153                Dominican Republic  NORTH AMERICA      0.000000
154                       El Salvador  NORTH AMERICA   5827.176610
155                           Grenada  NORTH AMERICA   9298.847625
156                         Guatemala  NORTH AMERICA   5261.710619
157                             Haiti  NORTH AMERICA   1191.836119
158                          Honduras  NORTH AMERICA   3620.999213
159                           Jamaica  NORTH AMERICA   7274.021736
160                            Mexico  NORTH AMERICA  11870.957030
161                         Nicaragua  NORTH AMERICA   2904.073179
162                            Panama  NORTH AMERICA  10674.424490
163             Saint Kitts and Nevis  NORTH AMERICA  14695.276010
164                       Saint Lucia  NORTH AMERICA  10626.241570
165  Saint Vincent and the Grenadines  NORTH AMERICA   7264.529697
166               Trinidad and Tobago  NORTH AMERICA  18620.504780
167                     United States  NORTH AMERICA  42226.580030
168                         Australia        OCEANIA  34444.333060
169                              Fiji        OCEANIA   4185.997262
170                          Kiribati        OCEANIA   3175.279344
171                  Marshall Islands        OCEANIA   6244.022850
172                        Micronesia        OCEANIA      0.000000
173                             Nauru        OCEANIA   9578.966850
174                       New Zealand        OCEANIA  25160.534580
175                             Palau        OCEANIA  13331.323600
176                  Papua New Guinea        OCEANIA   1904.762816
177                             Samoa        OCEANIA   5220.461888
178                   Solomon Islands        OCEANIA   1892.289087
179                             Tonga        OCEANIA   4752.199070
180                            Tuvalu        OCEANIA      0.000000
181                           Vanuatu        OCEANIA   3945.412164
182                         Argentina  SOUTH AMERICA  13457.948750
183                           Bolivia  SOUTH AMERICA   3956.396687
184                            Brazil  SOUTH AMERICA   9681.548355
185                             Chile  SOUTH AMERICA  13653.299620
186                          Colombia  SOUTH AMERICA   7186.091011
187                           Ecuador  SOUTH AMERICA   7091.735864
188                            Guyana  SOUTH AMERICA   3669.784607
189                          Paraguay  SOUTH AMERICA   4318.762318
190                              Peru  SOUTH AMERICA   7912.557759
191                          Suriname  SOUTH AMERICA   8075.176011
192                           Uruguay  SOUTH AMERICA  10920.641750
193                         Venezuela  SOUTH AMERICA  11862.322000
